algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,26483,0,5,0→1→3→5,3,9.3041,0,0.7774,0.003212,0.0269,0.0512,0.0000,0→1,5.8082,196.9176,30.1691,0.1532,64,64.0000,1.0000,0.0000,1→3,1.5464,74.8063,61.9582,0.8282,99,99.0000,1.0000,0.0000,3→5,1.9495,53.8701,61.9582,1.1501,92,92.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26484,3,7,3→5→7,2,13.7175,1,0.7317,0.008407,0.0378,0.1035,18.3304,3→5,5.5877,83.7476,47.6652,0.5692,31,31.0000,1.0000,3.6652,5→7,8.1298,55.2768,33.0000,0.5970,33,33.0000,1.0000,14.6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26485,4,3,4→3,1,2.1299,0,1.0031,0.002556,0.0729,0.1115,0.0000,4→3,2.1299,179.5509,11.0000,0.0613,23,23.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26486,0,6,0→2→6,2,3.9410,0,0.9030,0.005222,0.0573,0.1024,0.0000,0→2,2.6776,74.6040,25.9537,0.3479,68,68.0000,1.0000,0.0000,2→6,1.2634,118.2463,25.9537,0.2195,30,30.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26487,6,3,6→4→2→1→3,4,32.8320,1,0.4751,0.004071,0.0638,0.1034,6.8500,6→4,7.5062,142.4492,10.0000,0.0702,73,73.0000,1.0000,0.0000,4→2,8.5342,167.9157,61.0329,0.3635,21,21.0000,1.0000,6.8500,2→1,8.3465,130.3513,61.0329,0.4682,78,78.0000,1.0000,0.0000,1→3,8.4451,80.7807,89.1316,1.1034,95,95.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26488,4,5,4→5,1,6.3014,0,0.9842,0.004195,0.0403,0.0672,0.0000,4→5,6.3014,128.6589,9.0000,0.0700,48,48.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26489,6,1,6→2→1,2,8.2517,0,0.8796,0.002526,0.0680,0.1436,0.0000,6→2,7.2475,159.5817,57.4776,0.3602,98,98.0000,1.0000,0.0000,2→1,1.0042,94.3629,57.4776,0.6091,86,86.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26490,6,1,6→2→1,2,15.1279,0,0.8635,0.003524,0.0472,0.1244,0.0000,6→2,6.4951,109.4678,12.0000,0.1096,92,92.0000,1.0000,0.0000,2→1,8.6328,132.5975,12.0000,0.0905,35,35.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26491,6,1,6→2→1,2,14.3675,0,0.8488,0.002821,0.0502,0.1083,0.0000,6→2,8.2340,137.4265,9.0000,0.0655,74,74.0000,1.0000,0.0000,2→1,6.1335,86.6765,9.0000,0.1038,37,37.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26492,0,2,0→2,1,2.8729,0,1.0113,0.004961,0.0504,0.0451,0.0000,0→2,2.8729,106.6894,8.9114,0.0835,84,84.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26493,1,5,1→4→5,2,11.6343,0,0.8269,0.004595,0.0389,0.0749,0.0000,1→4,8.1326,163.2940,41.6103,0.2548,77,77.0000,1.0000,0.0000,4→5,3.5016,38.0820,41.6103,1.0927,90,90.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26494,0,4,0→1→3→4,3,15.9321,1,0.5219,0.003772,0.0322,0.0579,40.5462,0→1,4.8856,116.1949,62.5462,0.5383,63,63.0000,1.0000,0.0000,1→3,5.0455,88.3369,22.0000,0.2490,22,22.0000,1.0000,40.5462,3→4,6.0010,112.5979,39.0426,0.3467,35,35.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26495,5,6,5→4→6,2,8.5264,0,0.8761,0.005446,0.0629,0.2004,0.0000,5→4,2.7119,29.7079,20.7250,0.6976,74,74.0000,1.0000,0.0000,4→6,5.8145,105.5774,20.7250,0.1963,92,92.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26496,7,2,7→6→2,2,13.7213,0,0.8636,0.001964,0.0520,0.1104,0.0000,7→6,3.9205,30.7824,10.8134,0.3513,82,82.0000,1.0000,0.0000,6→2,9.8007,132.2098,10.8134,0.0818,65,65.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26497,3,7,3→5→7,2,12.2190,1,0.7737,0.003838,0.0526,0.0863,34.1858,3→5,2.7693,130.2994,75.4640,0.5792,98,98.0000,1.0000,0.0000,5→7,9.4497,105.5149,44.7219,0.4238,43,43.0000,1.0000,34.1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26498,1,2,1→0→2,2,7.6992,0,0.9189,0.005047,0.0425,0.1025,0.0000,1→0,4.5840,154.0533,14.0000,0.0909,74,74.0000,1.0000,0.0000,0→2,3.1152,153.9469,14.0000,0.0909,51,51.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26499,1,7,1→4→6→7,3,19.2083,0,0.7383,0.005928,0.0366,0.0797,0.0000,1→4,9.2872,105.8990,9.0000,0.0850,27,27.0000,1.0000,0.0000,4→6,1.4792,74.0260,16.3439,0.2208,67,67.0000,1.0000,0.0000,6→7,8.4419,115.3605,16.3439,0.1417,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26500,5,4,5→4,1,3.8965,0,0.9898,0.002097,0.0482,0.0718,0.0000,5→4,3.8965,140.0347,11.0000,0.0786,33,33.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26501,3,1,3→1,1,8.7548,1,0.9633,0.005114,0.0331,0.0967,1.5408,3→1,8.7548,174.5145,103.5408,0.5933,56,56.0000,1.0000,1.5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26502,7,3,7→6→2→1→3,4,25.8799,0,0.5877,0.003915,0.0316,0.0684,0.0000,7→6,9.5743,122.2880,11.0000,0.0900,71,71.0000,1.0000,0.0000,6→2,4.3252,181.4695,11.0000,0.0606,42,42.0000,1.0000,0.0000,2→1,7.7731,27.5032,11.0000,0.4000,37,37.0000,1.0000,0.0000,1→3,4.2072,146.5830,11.0000,0.0750,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26503,1,3,1→3,1,6.1886,0,1.0045,0.003189,0.0641,0.1218,0.0000,1→3,6.1886,172.4297,47.1941,0.2737,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26504,7,3,7→5→3,2,8.2886,0,0.8463,0.002769,0.0389,0.0710,0.0000,7→5,3.1401,64.5779,23.5302,0.3644,31,31.0000,1.0000,0.0000,5→3,5.1485,73.9879,43.0913,0.5824,51,51.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26505,1,2,1→2,1,4.6283,0,0.9849,0.001273,0.0539,0.0822,0.0000,1→2,4.6283,38.4647,10.0472,0.2612,95,95.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26506,5,7,5→4→3→5→7,4,17.1294,0,0.2499,0.003511,0.0344,0.0834,0.0000,5→4,8.4413,150.9564,16.0000,0.1060,53,53.0000,1.0000,0.0000,4→3,1.9977,25.7132,16.0000,0.6222,40,40.0000,1.0000,0.0000,3→5,2.4800,82.1634,16.0000,0.1947,31,31.0000,1.0000,0.0000,5→7,4.2104,101.9082,16.0000,0.1570,87,87.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26507,6,3,6→4→3,2,11.9681,0,0.9033,0.003424,0.0616,0.1524,0.0000,6→4,7.0239,179.9133,7.0000,0.0389,95,95.0000,1.0000,0.0000,4→3,4.9441,84.9565,7.0000,0.0824,96,96.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26508,5,0,5→3→1→3→1→0,5,26.4350,1,-0.4723,0.005009,0.0988,0.0570,5.4268,5→3,4.2185,120.4609,57.4268,0.4767,88,88.0000,1.0000,0.0000,3→1,6.8571,76.8606,229.7071,2.9886,71,142.0000,2.0000,0.0000,1→3,6.8571,76.8606,114.8535,1.4943,71,71.0000,1.0000,0.0000,3→1,6.8571,76.8606,229.7071,2.9886,71,142.0000,2.0000,0.0000,1→0,1.6454,26.0732,52.0000,1.9944,52,52.0000,1.0000,5.4268,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26509,3,6,3→4→6,2,17.7053,0,0.8360,0.003414,0.0507,0.1546,0.0000,3→4,9.7906,129.6794,7.0000,0.0540,64,64.0000,1.0000,0.0000,4→6,7.9147,133.0406,7.0000,0.0526,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26510,0,2,0→1→2,2,3.6010,0,0.8456,0.009115,0.0546,0.0916,0.0000,0→1,2.1896,34.0631,25.7300,0.7554,29,29.0000,1.0000,0.0000,1→2,1.4115,53.9002,31.4906,0.5842,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26511,1,0,1→0,1,3.7378,0,0.9980,0.002700,0.0702,0.1493,0.0000,1→0,3.7378,64.2901,10.0000,0.1555,92,92.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26512,7,6,7→6,1,4.5527,0,0.9544,0.002682,0.0251,0.0478,0.0000,7→6,4.5527,69.8790,32.4251,0.4640,34,34.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26513,2,6,2→6,1,4.6010,0,0.9678,0.004123,0.0636,0.0917,0.0000,2→6,4.6010,72.9981,17.0000,0.2329,41,41.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26514,1,7,1→4→2→6→7,4,9.7931,0,0.8168,0.004745,0.0447,0.0819,0.0000,1→4,1.0097,115.4156,10.0000,0.0866,76,76.0000,1.0000,0.0000,4→2,2.0912,85.7039,10.0000,0.1167,87,87.0000,1.0000,0.0000,2→6,2.5013,105.9804,10.0000,0.0944,99,99.0000,1.0000,0.0000,6→7,4.1909,166.4999,10.0000,0.0601,69,69.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26515,2,5,2→4→5,2,13.5842,0,0.8673,0.004461,0.0500,0.0793,0.0000,2→4,5.8106,56.3254,10.0000,0.1775,60,60.0000,1.0000,0.0000,4→5,7.7736,179.7611,10.0000,0.0556,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26516,7,6,7→6,1,7.0065,0,0.9599,0.006878,0.0589,0.1792,0.0000,7→6,7.0065,77.5760,12.0000,0.1547,38,38.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26517,2,1,2→1,1,5.0721,0,0.9639,0.004457,0.0574,0.1378,0.0000,2→1,5.0721,57.3638,25.4180,0.4431,62,62.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26518,3,4,3→4,1,9.6626,0,0.9529,0.003768,0.0583,0.1053,0.0000,3→4,9.6626,77.9796,10.0000,0.1282,45,45.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26519,1,2,1→2,1,4.5180,0,1.0186,0.002828,0.0677,0.1545,0.0000,1→2,4.5180,162.4413,21.2442,0.1308,89,89.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26520,5,0,5→4→2→6→2→0,5,27.8798,0,0.1011,0.005282,0.0287,0.0581,0.0000,5→4,5.0425,41.0839,17.3161,0.4215,43,43.0000,1.0000,0.0000,4→2,8.9494,61.1088,17.3161,0.2834,58,58.0000,1.0000,0.0000,2→6,2.3281,88.6276,28.6782,0.3236,88,88.0000,1.0000,0.0000,6→2,2.3281,88.6276,28.6782,0.3236,88,88.0000,1.0000,0.0000,2→0,9.2316,118.3250,61.2028,0.5172,53,53.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26521,1,3,1→3,1,7.3260,0,0.9962,0.003008,0.0879,0.1722,0.0000,1→3,7.3260,165.5077,2.0000,0.0121,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26522,2,4,2→6→2→4,3,23.3440,0,0.2895,0.005542,0.0273,0.0536,0.0000,2→6,9.0024,72.0977,12.0000,0.1664,74,74.0000,1.0000,0.0000,6→2,9.0024,72.0977,12.0000,0.1664,74,74.0000,1.0000,0.0000,2→4,5.3392,171.2203,12.0000,0.0701,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26523,5,0,5→4→1→0,3,16.5604,1,0.6491,0.004189,0.0252,0.0460,9.7357,5→4,6.7204,129.6075,53.8396,0.4154,95,95.0000,1.0000,0.0000,4→1,1.6020,48.3552,53.8961,1.1146,49,49.0000,1.0000,9.7357,1→0,8.2381,82.5540,83.2980,1.0090,68,68.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26524,0,5,0→1→2→4→5,4,22.6460,1,0.4377,0.002881,0.0262,0.0521,49.5275,0→1,3.3015,145.6076,13.0000,0.0893,71,71.0000,1.0000,0.0000,1→2,9.7150,149.9247,82.4945,0.5502,54,54.0000,1.0000,0.0000,2→4,7.3013,73.5275,82.4945,1.1220,89,89.0000,1.0000,0.0000,4→5,2.3282,191.5187,32.9670,0.1721,24,24.0000,1.0000,49.5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26525,2,0,2→4→1→3→1→0,5,28.5704,0,0.1012,0.005343,0.0222,0.0416,0.0000,2→4,2.2667,61.9976,8.0000,0.1290,70,70.0000,1.0000,0.0000,4→1,6.3310,69.2767,8.0000,0.1155,82,82.0000,1.0000,0.0000,1→3,8.5577,131.4956,8.0000,0.0608,31,31.0000,1.0000,0.0000,3→1,8.5577,131.4956,8.0000,0.0608,31,31.0000,1.0000,0.0000,1→0,2.8574,105.5510,8.0000,0.0758,31,31.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26526,7,3,7→5→3,2,13.7903,0,0.8522,0.005821,0.0475,0.0873,0.0000,7→5,8.5528,183.6245,11.0000,0.0599,28,28.0000,1.0000,0.0000,5→3,5.2375,192.6670,11.0000,0.0571,29,29.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26527,2,5,2→6→2→4→5,4,25.5275,1,-0.1083,0.004561,0.0347,0.0929,51.8686,2→6,9.6239,149.7116,47.4571,0.3170,46,46.0000,1.0000,0.0000,6→2,9.6239,149.7116,69.2057,0.4623,46,46.0000,1.0000,24.6628,2→4,2.2547,99.2762,42.0000,0.4231,42,42.0000,1.0000,27.2057,4→5,4.0249,81.8120,42.0000,0.5134,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26528,1,7,1→4→5→7,3,16.8312,1,0.7006,0.003886,0.0131,0.0409,4.1857,1→4,6.4172,168.6236,43.1857,0.2561,25,25.0000,1.0000,4.1857,4→5,8.4808,112.2059,43.1857,0.3849,93,93.0000,1.0000,0.0000,5→7,1.9333,114.8285,43.1857,0.3761,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26529,5,7,5→7,1,1.8051,0,0.9952,0.004078,0.0758,0.1316,0.0000,5→7,1.8051,142.2039,56.8870,0.4000,50,50.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26530,2,7,2→0→1→4→6→7,5,30.2299,1,0.4449,0.004283,0.0173,0.0462,0.7427,2→0,8.8830,61.4742,9.0000,0.1464,34,34.0000,1.0000,0.0000,0→1,1.7920,65.9161,20.0322,0.3039,95,95.0000,1.0000,0.0000,1→4,9.0902,130.5578,57.9366,0.4438,54,54.0000,1.0000,0.0000,4→6,7.0198,147.3696,87.7427,0.5954,78,78.0000,1.0000,0.0000,6→7,3.4449,161.5873,87.0000,0.5384,87,87.0000,1.0000,0.7427,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26531,0,2,0→1→2,2,9.5244,0,0.8556,0.002276,0.0531,0.0869,0.0000,0→1,2.8931,24.6680,6.0000,0.2432,26,26.0000,1.0000,0.0000,1→2,6.6314,54.3307,6.0000,0.1104,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26532,5,2,5→4→2,2,13.0237,0,0.8422,0.002626,0.0570,0.1045,0.0000,5→4,4.2783,51.3968,13.5814,0.2642,47,47.0000,1.0000,0.0000,4→2,8.7455,112.0468,13.5814,0.1212,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26533,4,7,4→5→7,2,11.4093,0,0.8057,0.005495,0.0449,0.0701,0.0000,4→5,9.0709,66.2324,49.4355,0.7464,70,70.0000,1.0000,0.0000,5→7,2.3384,82.1865,49.4355,0.6015,98,98.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26534,0,4,0→2→1→4,3,13.0857,0,0.7912,0.003863,0.0474,0.1372,0.0000,0→2,5.2281,145.1664,9.0000,0.0620,52,52.0000,1.0000,0.0000,2→1,3.4169,48.5032,9.0000,0.1856,64,64.0000,1.0000,0.0000,1→4,4.4407,110.0395,9.0000,0.0818,57,57.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26535,5,0,5→4→2→0,3,21.4473,0,0.6906,0.003963,0.0478,0.0908,0.0000,5→4,9.2687,48.5925,15.0000,0.3087,61,61.0000,1.0000,0.0000,4→2,4.5943,103.5462,15.0000,0.1449,63,63.0000,1.0000,0.0000,2→0,7.5843,39.0086,15.0000,0.3845,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26536,1,0,1→0,1,6.6611,0,0.9761,0.001828,0.0582,0.1298,0.0000,1→0,6.6611,106.9072,17.1373,0.1603,53,53.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26537,3,4,3→4,1,5.8779,0,0.9904,0.005363,0.0479,0.0744,0.0000,3→4,5.8779,91.8563,12.0000,0.1306,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26538,3,6,3→4→6,2,8.6752,0,0.8626,0.003426,0.0461,0.0974,0.0000,3→4,5.2601,116.8892,11.0000,0.0941,38,38.0000,1.0000,0.0000,4→6,3.4151,91.4863,52.9159,0.5784,70,70.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26539,0,3,0→1→3,2,11.0835,1,0.6273,0.004691,0.0617,0.1593,88.6832,0→1,4.8779,196.9080,103.7824,0.5271,90,90.0000,1.0000,0.0000,1→3,6.2056,195.7095,74.9008,0.3827,45,45.0000,1.0000,88.6832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26540,4,2,4→2,1,8.0327,0,0.9843,0.004868,0.0718,0.1380,0.0000,4→2,8.0327,105.9085,13.0000,0.1227,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26541,0,5,0→1→0→1→4→5,5,17.5603,0,-0.1248,0.003207,0.0483,0.0983,0.0000,0→1,2.8578,120.1474,32.0000,0.2663,79,158.0000,2.0000,0.0000,1→0,2.8578,120.1474,24.0000,0.1998,79,79.0000,1.0000,0.0000,0→1,2.8578,120.1474,32.0000,0.2663,79,158.0000,2.0000,0.0000,1→4,4.9928,78.1998,8.0000,0.1023,92,92.0000,1.0000,0.0000,4→5,3.9941,58.5360,9.4945,0.1622,73,73.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26542,0,2,0→2,1,3.5007,0,1.0061,0.002392,0.0527,0.1251,0.0000,0→2,3.5007,154.7141,34.0076,0.2198,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26543,6,7,6→7,1,3.2981,0,1.0396,0.004567,0.0606,0.1456,0.0000,6→7,3.2981,192.5708,10.0102,0.0520,99,99.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26544,6,3,6→2→6→4→5→3,5,23.5987,1,0.0324,0.003398,0.0251,0.0447,28.6751,6→2,5.8935,69.5755,11.0000,0.1581,98,98.0000,1.0000,0.0000,2→6,5.8935,69.5755,11.0000,0.1581,98,98.0000,1.0000,0.0000,6→4,1.5137,117.6770,48.2967,0.4104,57,57.0000,1.0000,0.0000,4→5,3.0440,171.8861,62.3784,0.3629,41,41.0000,1.0000,28.6751,5→3,7.2539,138.5794,77.4661,0.5590,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26545,0,5,0→1→3→5,3,13.5419,1,0.6740,0.001665,0.0417,0.1220,14.3372,0→1,1.8228,107.7233,50.5474,0.4692,90,90.0000,1.0000,0.0000,1→3,6.9621,54.9979,43.7899,0.7962,40,40.0000,1.0000,14.3372,3→5,4.7570,165.1712,56.7426,0.3435,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26546,1,6,1→4→1→2→6,4,28.1912,0,0.1754,0.006284,0.0240,0.0794,0.0000,1→4,8.1680,181.5311,10.0000,0.0551,23,23.0000,1.0000,0.0000,4→1,8.1680,181.5311,10.0000,0.0551,23,23.0000,1.0000,0.0000,1→2,4.8678,173.1295,54.0859,0.3124,67,67.0000,1.0000,0.0000,2→6,6.9874,92.9296,76.6852,0.8252,71,71.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26547,2,0,2→0,1,2.1942,0,0.9679,0.003295,0.0397,0.1065,0.0000,2→0,2.1942,23.3274,10.7224,0.4596,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26548,1,0,1→0,1,6.2034,0,1.0031,0.003701,0.0377,0.0627,0.0000,1→0,6.2034,176.4594,8.0000,0.0453,59,59.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26549,6,4,6→4,1,9.7541,0,0.9462,0.003311,0.0501,0.0822,0.0000,6→4,9.7541,68.3677,14.6593,0.2144,44,44.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,26550,0,2,0→2,1,2.5679,0,0.9998,0.002127,0.0667,0.0902,0.0000,0→2,2.5679,161.3595,57.8290,0.3584,53,53.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
