algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,52756,4,1,4→1,1,6.0455,0,0.9867,0.000220,0.0606,0.1745,0.0000,4→1,6.0455,109.0395,11.0000,0.1009,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52757,6,5,6→7→5,2,8.1488,0,0.9209,0.001080,0.0282,0.0517,0.0000,6→7,1.8739,91.6980,10.0000,0.1091,54,54.0000,1.0000,0.0000,7→5,6.2750,176.9267,28.5697,0.1615,86,86.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52758,0,4,0→2→1→4,3,10.5365,0,0.7746,0.001150,0.0470,0.0680,0.0000,0→2,2.9874,60.5354,6.0000,0.0991,73,73.0000,1.0000,0.0000,2→1,1.7873,64.3528,17.8189,0.2769,29,29.0000,1.0000,0.0000,1→4,5.7619,27.3655,19.0412,0.6958,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52759,4,3,4→3,1,8.3394,0,0.9793,0.000344,0.0508,0.1597,0.0000,4→3,8.3394,177.5725,13.0000,0.0732,32,32.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52760,2,6,2→6,1,7.1721,0,0.9585,0.000527,0.0456,0.0921,0.0000,2→6,7.1721,97.0810,14.0000,0.1442,26,26.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52761,4,7,4→5→7,2,8.4722,0,0.8960,0.000581,0.0239,0.0473,0.0000,4→5,5.4823,148.0215,43.4844,0.2938,89,89.0000,1.0000,0.0000,5→7,2.9899,143.7385,51.5779,0.3588,57,57.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52762,3,6,3→4→6,2,10.4284,0,0.8050,0.000727,0.0518,0.1114,0.0000,3→4,8.7459,87.6103,55.2819,0.6310,51,51.0000,1.0000,0.0000,4→6,1.6825,77.7449,55.2819,0.7111,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52763,1,7,1→3→5→7,3,12.0408,0,0.8188,0.000685,0.0270,0.0614,0.0000,1→3,2.3546,80.8051,10.0000,0.1238,45,45.0000,1.0000,0.0000,3→5,1.6087,169.0173,13.2901,0.0786,22,22.0000,1.0000,0.0000,5→7,8.0775,124.2294,13.2901,0.1070,33,33.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52764,3,4,3→4,1,6.9275,0,0.9595,0.000344,0.0604,0.0881,0.0000,3→4,6.9275,124.5134,53.5977,0.4305,35,35.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52765,7,3,7→5→3,2,11.3201,1,0.7526,0.000515,0.0326,0.0888,19.4015,7→5,6.3553,111.0413,32.7630,0.2951,25,25.0000,1.0000,0.0000,5→3,4.9648,58.4944,36.6385,0.6264,25,25.0000,1.0000,19.4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52766,0,5,0→2→4→5,3,7.0691,0,0.8441,0.000634,0.0274,0.0768,0.0000,0→2,1.4722,169.6257,14.0000,0.0825,20,20.0000,1.0000,0.0000,2→4,2.4227,91.6389,14.0000,0.1528,41,41.0000,1.0000,0.0000,4→5,3.1742,186.5092,14.0000,0.0751,20,20.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52767,3,2,3→4→1→2,3,25.4952,0,0.6538,0.000466,0.0256,0.0563,0.0000,3→4,7.7806,51.9959,11.0000,0.2116,51,51.0000,1.0000,0.0000,4→1,8.7662,57.8877,11.0000,0.1900,24,24.0000,1.0000,0.0000,1→2,8.9484,174.5927,11.0000,0.0630,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52768,0,3,0→1→3,2,16.1548,0,0.8462,0.000939,0.0560,0.0975,0.0000,0→1,9.5499,109.6158,6.0000,0.0547,97,97.0000,1.0000,0.0000,1→3,6.6049,152.0549,48.1496,0.3167,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52769,4,2,4→2,1,7.8172,0,0.9544,0.000461,0.0545,0.1509,0.0000,4→2,7.8172,125.9478,71.7816,0.5699,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52770,1,7,1→2→6→7,3,16.9148,1,0.5955,0.000859,0.0239,0.0429,51.0523,1→2,3.3497,151.3345,47.3582,0.3129,90,90.0000,1.0000,0.0000,2→6,8.1084,106.6344,71.0523,0.6663,84,84.0000,1.0000,0.0000,6→7,5.4566,112.6014,20.0000,0.1776,20,20.0000,1.0000,51.0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52771,6,2,6→2,1,9.3788,0,0.9965,0.000417,0.0614,0.1327,0.0000,6→2,9.3788,197.9287,20.9907,0.1061,68,68.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52772,7,6,7→6,1,3.6953,0,0.9525,0.000442,0.0715,0.1290,0.0000,7→6,3.6953,44.2555,24.7461,0.5592,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52773,2,3,2→4→3,2,8.2894,0,0.8462,0.000698,0.0535,0.1073,0.0000,2→4,5.2147,79.5986,10.0000,0.1256,35,35.0000,1.0000,0.0000,4→3,3.0747,30.1186,20.0657,0.6662,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52774,1,3,1→3,1,9.9436,0,0.9498,0.001620,0.0362,0.0603,0.0000,1→3,9.9436,39.9339,12.0000,0.3005,74,74.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52775,7,5,7→6→4→5,3,10.4191,0,0.7721,0.000575,0.0310,0.0695,0.0000,7→6,5.9802,88.7553,14.0000,0.1577,38,38.0000,1.0000,0.0000,6→4,3.3438,116.9831,14.0000,0.1197,34,34.0000,1.0000,0.0000,4→5,1.0951,87.0866,14.0000,0.1608,22,22.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52776,3,4,3→4,1,8.3238,0,0.9833,0.000326,0.0785,0.1284,0.0000,3→4,8.3238,182.6633,15.2351,0.0834,38,38.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52777,0,1,0→1,1,4.3068,0,1.0302,0.000675,0.0546,0.0626,0.0000,0→1,4.3068,178.1654,11.0000,0.0617,97,97.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52778,2,1,2→1,1,4.4595,0,1.0171,0.000688,0.0499,0.1005,0.0000,2→1,4.4595,168.1363,20.4455,0.1216,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52779,1,7,1→3→5→7,3,18.6833,0,0.7620,0.000884,0.0642,0.1075,0.0000,1→3,2.5454,58.1646,17.0324,0.2928,59,59.0000,1.0000,0.0000,3→5,8.7840,192.1968,36.4256,0.1895,93,93.0000,1.0000,0.0000,5→7,7.3539,154.4423,36.4256,0.2359,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52780,6,0,6→2→0,2,12.4609,0,0.8299,0.000504,0.0735,0.1501,0.0000,6→2,3.9208,173.7975,64.3385,0.3702,77,77.0000,1.0000,0.0000,2→0,8.5401,47.5849,64.3385,1.3521,65,65.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52781,1,7,1→4→6→7,3,21.8387,0,0.7242,0.000527,0.0522,0.1279,0.0000,1→4,7.5105,106.6303,10.0000,0.0938,42,42.0000,1.0000,0.0000,4→6,4.5732,36.8370,10.0000,0.2715,89,89.0000,1.0000,0.0000,6→7,9.7550,141.2721,25.7688,0.1824,90,90.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52782,3,1,3→1,1,2.4159,0,0.9999,0.000967,0.0691,0.1492,0.0000,3→1,2.4159,127.0557,40.7742,0.3209,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52783,6,5,6→4→5,2,8.9300,1,0.8341,0.000586,0.0438,0.1121,1.3326,6→4,3.0717,26.4534,22.7952,0.8617,29,29.0000,1.0000,0.0000,4→5,5.8583,184.2854,38.5374,0.2091,30,30.0000,1.0000,1.3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52784,4,1,4→1,1,5.6215,1,0.9365,0.000475,0.0622,0.1191,13.0000,4→1,5.6215,174.1523,60.5895,0.3479,24,24.0000,1.0000,13.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52785,0,2,0→2,1,5.9057,0,0.9659,0.000938,0.0545,0.0984,0.0000,0→2,5.9057,32.9481,9.0000,0.2732,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52786,4,0,4→1→0,2,7.4266,0,0.9016,0.000934,0.0483,0.1153,0.0000,4→1,5.5393,125.7084,5.0000,0.0398,83,83.0000,1.0000,0.0000,1→0,1.8872,53.0196,5.0000,0.0943,56,56.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52787,7,2,7→6→2,2,6.1939,0,0.8922,0.000574,0.0381,0.0753,0.0000,7→6,1.3802,32.4865,10.0000,0.3078,37,37.0000,1.0000,0.0000,6→2,4.8137,126.2918,10.0000,0.0792,51,51.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52788,7,2,7→6→2,2,16.7177,0,0.8011,0.001295,0.0431,0.1109,0.0000,7→6,8.6970,42.7662,12.0000,0.2806,20,20.0000,1.0000,0.0000,6→2,8.0207,198.9272,12.0000,0.0603,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52789,5,2,5→4→6→2,3,13.8430,1,0.6642,0.000472,0.0778,0.0807,10.3909,5→4,1.2259,107.0336,14.0000,0.1308,32,32.0000,1.0000,0.0000,4→6,9.0643,146.8888,71.5463,0.4871,98,98.0000,1.0000,0.0000,6→2,3.5527,31.4791,62.8447,1.9964,62,62.0000,1.0000,10.3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52790,6,0,6→2→0,2,3.8782,0,0.8743,0.000522,0.0731,0.1753,0.0000,6→2,1.6584,88.1990,14.0000,0.1587,35,35.0000,1.0000,0.0000,2→0,2.2199,21.5615,21.4930,0.9968,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52791,1,2,1→2,1,1.3018,0,1.0092,0.000627,0.0550,0.1087,0.0000,1→2,1.3018,93.7819,13.0000,0.1386,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52792,0,2,0→2,1,4.4897,0,0.9957,0.000755,0.0867,0.1805,0.0000,0→2,4.4897,64.1334,9.0000,0.1403,93,93.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52793,0,5,0→2→4→5,3,16.8211,0,0.7495,0.000505,0.0198,0.0293,0.0000,0→2,3.2094,51.7457,18.5506,0.3585,67,67.0000,1.0000,0.0000,2→4,7.8255,198.5981,18.5506,0.0934,50,50.0000,1.0000,0.0000,4→5,5.7862,137.9271,58.7990,0.4263,59,59.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52794,4,2,4→2,1,6.0986,0,0.9336,0.000331,0.0454,0.0654,0.0000,4→2,6.0986,31.5963,15.0000,0.4747,26,26.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52795,1,5,1→4→5,2,13.5381,0,0.8687,0.001229,0.0631,0.0972,0.0000,1→4,9.5641,150.7112,8.0000,0.0531,74,74.0000,1.0000,0.0000,4→5,3.9740,195.3477,8.0000,0.0410,61,61.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52796,4,0,4→1→0,2,10.9806,0,0.8556,0.000738,0.0444,0.1022,0.0000,4→1,7.8146,22.7069,6.0000,0.2642,98,98.0000,1.0000,0.0000,1→0,3.1660,187.6400,8.9876,0.0479,25,25.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52797,3,4,3→4,1,3.4772,0,0.9897,0.000822,0.0298,0.0472,0.0000,3→4,3.4772,101.1959,11.0000,0.1087,51,51.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52798,0,4,0→2→4,2,10.6124,0,0.8764,0.000681,0.0421,0.0807,0.0000,0→2,4.0382,46.1367,16.9805,0.3680,91,91.0000,1.0000,0.0000,2→4,6.5743,103.4222,16.9805,0.1642,65,65.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52799,2,1,2→1,1,2.5967,0,0.9898,0.000316,0.0360,0.0740,0.0000,2→1,2.5967,121.9694,7.0000,0.0574,29,29.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52800,6,2,6→7→5→4→2,4,26.0409,1,0.5878,0.000953,0.0483,0.0895,0.3957,6→7,9.7834,199.7886,6.0000,0.0300,31,31.0000,1.0000,0.0000,7→5,4.7225,77.8120,13.1156,0.1686,57,57.0000,1.0000,0.0000,5→4,1.7420,123.6042,49.0159,0.3966,71,71.0000,1.0000,0.0000,4→2,9.7930,48.1426,55.3798,1.1503,52,52.0000,1.0000,0.3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52801,5,7,5→7,1,4.7461,0,0.9533,0.000775,0.0442,0.0958,0.0000,5→7,4.7461,34.7406,12.2053,0.3513,42,42.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52802,4,0,4→1→0,2,13.9000,0,0.8527,0.000346,0.0527,0.1104,0.0000,4→1,8.1931,161.0748,7.0000,0.0435,93,93.0000,1.0000,0.0000,1→0,5.7069,71.5557,35.7487,0.4996,55,55.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52803,6,4,6→4,1,8.0958,0,1.0082,0.000756,0.0438,0.0504,0.0000,6→4,8.0958,183.0312,9.0000,0.0492,83,83.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52804,6,1,6→4→1,2,17.9385,0,0.7765,0.000394,0.0726,0.1637,0.0000,6→4,8.8852,46.1716,17.3787,0.3764,92,92.0000,1.0000,0.0000,4→1,9.0533,69.1519,50.4300,0.7293,37,37.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52805,6,0,6→2→0,2,12.4314,0,0.8687,0.000376,0.0185,0.0284,0.0000,6→2,2.6982,29.3729,4.0000,0.1362,68,68.0000,1.0000,0.0000,2→0,9.7333,24.6827,4.0000,0.1621,87,87.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52806,3,4,3→4,1,9.8884,0,0.9608,0.000383,0.0701,0.1434,0.0000,3→4,9.8884,71.0664,9.0000,0.1266,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52807,5,2,5→4→2,2,11.3036,0,0.9109,0.000346,0.0320,0.0955,0.0000,5→4,2.8480,144.0130,10.3629,0.0720,91,91.0000,1.0000,0.0000,4→2,8.4556,93.2474,10.3629,0.1111,43,43.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52808,3,5,3→5,1,2.7374,0,1.0182,0.000946,0.0713,0.1156,0.0000,3→5,2.7374,143.7557,10.0000,0.0696,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52809,3,6,3→4→6,2,13.9700,0,0.8819,0.000679,0.0594,0.1274,0.0000,3→4,4.2597,90.7741,13.8986,0.1531,87,87.0000,1.0000,0.0000,4→6,9.7103,168.6570,51.6178,0.3061,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52810,0,2,0→2,1,5.8724,0,0.9353,0.000326,0.0542,0.0740,0.0000,0→2,5.8724,54.3343,32.6241,0.6004,26,26.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52811,7,4,7→6→4,2,13.8854,1,0.8452,0.001027,0.0661,0.1191,4.6500,7→6,5.5643,77.8378,9.0000,0.1156,74,74.0000,1.0000,0.0000,6→4,8.3211,197.0096,54.0132,0.2742,29,29.0000,1.0000,4.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52812,3,2,3→4→2,2,8.1103,0,0.9107,0.001288,0.0425,0.1292,0.0000,3→4,1.3905,115.3279,8.0000,0.0694,82,82.0000,1.0000,0.0000,4→2,6.7198,64.1583,24.6729,0.3846,45,45.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52813,6,1,6→2→6→4→1,4,20.0899,1,-0.0743,0.000325,0.0366,0.0787,56.4304,6→2,4.6178,178.3704,68.4031,0.3835,29,29.0000,1.0000,11.0000,2→6,4.6178,178.3704,29.0000,0.1626,29,29.0000,1.0000,39.4031,6→4,9.6550,127.3725,64.7798,0.5086,64,64.0000,1.0000,0.0000,4→1,1.1993,77.9948,61.2475,0.7853,60,60.0000,1.0000,6.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52814,4,3,4→3,1,8.1196,0,0.9767,0.002438,0.0363,0.0607,0.0000,4→3,8.1196,124.2443,13.0000,0.1046,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52815,7,2,7→6→2,2,6.0807,0,0.9160,0.000939,0.0523,0.1352,0.0000,7→6,1.8826,122.1832,65.4608,0.5358,72,72.0000,1.0000,0.0000,6→2,4.1981,159.6916,65.4608,0.4099,87,87.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52816,7,2,7→6→2,2,6.6990,0,0.9020,0.000820,0.0424,0.1092,0.0000,7→6,2.4668,36.2301,15.5972,0.4305,94,94.0000,1.0000,0.0000,6→2,4.2323,85.5892,15.5972,0.1822,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52817,3,7,3→5→7,2,11.7072,1,0.6735,0.000417,0.0685,0.1797,54.9467,3→5,9.4328,141.5210,58.6967,0.4148,88,88.0000,1.0000,0.0000,5→7,2.2744,142.2747,53.8959,0.3788,25,25.0000,1.0000,54.9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52818,4,0,4→2→0,2,11.4355,0,0.8166,0.000489,0.0568,0.1248,0.0000,4→2,5.4745,25.8496,12.4875,0.4831,25,25.0000,1.0000,0.0000,2→0,5.9610,96.3879,12.4875,0.1296,34,34.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52819,3,0,3→1→0,2,8.3197,0,0.9244,0.000723,0.0340,0.0714,0.0000,3→1,2.7289,150.3038,13.8342,0.0920,94,94.0000,1.0000,0.0000,1→0,5.5908,73.1049,13.8342,0.1892,56,56.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52820,4,3,4→3,1,8.7333,0,0.9532,0.000496,0.0782,0.1698,0.0000,4→3,8.7333,81.6547,42.6692,0.5226,67,67.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52821,4,1,4→1,1,7.6665,0,1.0004,0.000305,0.0529,0.0744,0.0000,4→1,7.6665,123.2111,13.0000,0.1055,98,98.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52822,7,1,7→6→4→1,3,14.3215,1,0.6975,0.000487,0.0198,0.0394,11.0000,7→6,1.8826,181.8624,60.5893,0.3332,27,27.0000,1.0000,11.0000,6→4,8.2873,122.1937,60.5893,0.4958,89,89.0000,1.0000,0.0000,4→1,4.1516,119.5688,76.5844,0.6405,69,69.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52823,5,2,5→4→2,2,12.5964,0,0.7893,0.000565,0.0450,0.0700,0.0000,5→4,9.6202,49.6188,15.0000,0.3023,25,25.0000,1.0000,0.0000,4→2,2.9762,47.6862,15.0000,0.3146,65,65.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52824,3,6,3→4→6,2,11.6165,0,0.9093,0.001205,0.0485,0.1069,0.0000,3→4,4.4031,170.3412,15.6128,0.0917,93,93.0000,1.0000,0.0000,4→6,7.2134,140.8154,24.6739,0.1752,48,48.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52825,1,0,1→0,1,3.4575,0,0.9865,0.000550,0.0691,0.1521,0.0000,1→0,3.4575,56.6126,12.0000,0.2120,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52826,5,6,5→7→6,2,10.2557,0,0.8873,0.000409,0.0313,0.0456,0.0000,5→7,2.0614,94.2897,11.0000,0.1167,23,23.0000,1.0000,0.0000,7→6,8.1943,168.9810,11.0000,0.0651,37,37.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52827,5,7,5→7,1,7.6838,0,0.9814,0.000354,0.0710,0.1291,0.0000,5→7,7.6838,151.5321,18.0000,0.1188,47,47.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52828,0,3,0→1→3,2,8.2833,0,0.8824,0.000801,0.0437,0.1154,0.0000,0→1,7.2491,57.2511,10.0000,0.1747,81,81.0000,1.0000,0.0000,1→3,1.0342,138.2752,10.0000,0.0723,83,83.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52829,3,1,3→1,1,7.0386,0,1.0072,0.000907,0.0204,0.0340,0.0000,3→1,7.0386,159.2641,9.0000,0.0565,84,84.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
